"","leg_party","leg_republican","leg_black","leg_latino","reply_atall","treat_deshawn","treat_demprimary","treat_repprimary","treat_noprimary","treat_group","treat_jake","leg_notwhite","leg_white","leg_notblackotherminority","treat_primary"
"2441","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"2442","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"2443","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2444","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2445","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2446","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"2447","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2448","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"2449","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2450","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2451","D",0,0,0,0,0,0,1,0,3,1,1,0,1,1
"2452","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"2453","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"2454","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"2455","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2456","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"2457","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"2458","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2459","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2460","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"2461","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"2462","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2463","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"2464","D",0,0,1,0,0,0,0,1,0,1,1,0,1,0
"2465","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2466","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2467","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"2468","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"2469","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"2470","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"2471","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2472","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2473","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"2474","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"2475","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2476","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"2477","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"2478","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2479","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"2480","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"2481","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"2482","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"2483","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"2484","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2485","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"2486","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2487","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"2488","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2489","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2490","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"2491","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2492","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"2493","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2494","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"2495","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"2496","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"2497","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"2498","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2499","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"2500","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2501","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2502","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2503","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"2504","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"2505","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2506","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"2507","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"2508","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"2509","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"2510","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2511","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2512","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2513","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2514","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2515","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"2516","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"2517","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2518","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"2519","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"2520","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"2521","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"2522","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2523","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2524","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"2525","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"2526","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"2527","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2528","D",0,0,0,0,0,0,0,1,0,1,1,0,1,0
"2529","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2530","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"2531","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"2532","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2533","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2534","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"2535","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"2536","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2537","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"2538","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2539","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2540","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2541","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2542","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2543","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"2544","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2545","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"2546","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"2547","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2548","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2549","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2550","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2551","D",0,1,0,1,0,0,0,1,0,1,1,0,0,0
"2552","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2553","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2554","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2555","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2556","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2557","D",0,1,0,0,1,1,0,0,4,0,1,0,0,1
"2558","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2559","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"2560","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2561","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2562","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2563","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2564","D",0,1,0,0,0,0,1,0,3,1,1,0,0,1
"2565","D",0,1,0,0,0,0,0,1,0,1,1,0,0,0
"2566","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"2567","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2568","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"2569","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2570","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"2571","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"2572","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2573","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2574","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2575","D",0,1,0,1,0,0,1,0,3,1,1,0,0,1
"2576","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2577","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"2578","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2579","D",0,1,0,0,1,0,1,0,2,0,1,0,0,1
"2580","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2581","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2582","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"2583","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2584","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2585","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2586","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"2587","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2588","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"2589","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"2590","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2591","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2592","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2593","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"2594","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"2595","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2596","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"2597","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"2598","D",0,1,0,0,0,1,0,0,5,1,1,0,0,1
"2599","D",0,1,0,0,1,1,0,0,4,0,1,0,0,1
"2600","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"2601","D",0,1,0,1,1,0,0,1,6,0,1,0,0,0
"2602","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"2603","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"2604","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2605","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2606","D",0,1,0,1,1,1,0,0,4,0,1,0,0,1
"2607","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2608","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2609","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2610","D",0,1,0,1,0,0,0,1,0,1,1,0,0,0
"2611","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2612","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2613","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"2614","R",1,0,1,1,0,0,1,0,3,1,1,0,1,1
"2615","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2616","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"2617","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"2618","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2619","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2620","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2621","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2622","D",0,1,0,1,0,0,1,0,3,1,1,0,0,1
"2623","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2624","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2625","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"2626","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"2627","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2628","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2629","D",0,1,0,0,1,0,1,0,2,0,1,0,0,1
"2630","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"2631","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"2632","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2633","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2634","D",0,1,0,1,1,0,0,1,6,0,1,0,0,0
"2635","D",0,1,0,0,1,0,0,1,6,0,1,0,0,0
"2636","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2637","D",0,1,0,0,0,0,0,1,0,1,1,0,0,0
"2638","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"2639","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2640","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2641","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2642","D",0,1,0,1,1,0,1,0,2,0,1,0,0,1
"2643","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2644","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2645","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2646","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2647","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"2648","D",0,1,0,1,1,0,1,0,2,0,1,0,0,1
"2649","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"2650","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"2651","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2652","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2653","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"2654","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2655","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2656","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"2657","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"2658","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2659","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"2660","D",0,1,0,0,1,0,1,0,2,0,1,0,0,1
"2661","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"2662","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2663","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"2664","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2665","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2666","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"2667","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"2668","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2669","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2670","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"2671","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"2672","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"2673","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2674","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"2675","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2676","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"2677","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"2678","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2679","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2680","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"2681","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2682","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2683","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2684","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"2685","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2686","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2687","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"2688","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"2689","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2690","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"2691","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2692","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"2693","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"2694","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"2695","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"2696","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"2697","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2698","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2699","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"2700","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2701","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2702","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"2703","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"2704","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"2705","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2706","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2707","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"2708","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"2709","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2710","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"2711","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2712","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"2713","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2714","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2715","D",0,0,0,0,0,0,1,0,3,1,1,0,1,1
"2716","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2717","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"2718","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"2719","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2720","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2721","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2722","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2723","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2724","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"2725","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"2726","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"2727","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2728","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2729","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2730","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"2731","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2732","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2733","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2734","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"2735","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2736","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"2737","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"2738","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2739","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"2740","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"2741","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2742","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2743","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2744","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2745","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2746","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"2747","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2748","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"2749","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2750","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2751","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"2752","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2753","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"2754","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2755","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"2756","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2757","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2758","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2759","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"2760","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"2761","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2762","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"2763","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2764","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2765","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2766","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"2767","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"2768","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2769","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"2770","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2771","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"2772","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2773","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"2774","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"2775","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"2776","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2777","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2778","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2779","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2780","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2781","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"2782","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"2783","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2784","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2785","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"2786","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2787","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"2788","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2789","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"2790","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2791","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"2792","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"2793","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2794","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2795","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2796","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"2797","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2798","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"2799","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"2800","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2801","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2802","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"2803","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2804","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2805","R",1,0,1,1,0,0,1,0,3,1,1,0,1,1
"2806","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2807","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2808","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"2809","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2810","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"2811","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2812","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2813","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"2814","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2815","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"2816","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"2817","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"2818","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"2819","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"2820","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2821","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"2822","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2823","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"2824","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2825","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"2826","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"2827","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"2828","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2829","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2830","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"2831","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"2832","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2833","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2834","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2835","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2836","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2837","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2838","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"2839","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"2840","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"2841","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"2842","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"2843","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2844","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2845","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2846","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2847","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2848","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
